report_received_date,manufacturer,component,recall_type,potentially_affected
06/17/1974,JAGUAR ROVER TRIUMPH INC.,ENGINE AND ENGINE COOLING,Vehicle,6463.0
06/06/1974,"JENSEN MOTORS, INC.",SUSPENSION,Vehicle,1042.0
06/05/1974,Ford Motor Company,SEATS,Vehicle,3080.0
06/05/1974,FREIGHTLINER LLC,STEERING,Vehicle,24.0
06/05/1974,WHITE MOTOR CORPORATION,STEERING,Vehicle,60.0
05/29/1974,AVCO CORPORATION,"FUEL SYSTEM, GASOLINE",Vehicle,472.0
05/28/1974,"PRF INDUSTRIES, INC.",UNKNOWN OR OTHER,Vehicle,6.0
05/28/1974,FREIGHTLINER LLC,VEHICLE SPEED CONTROL,Vehicle,383.0
05/28/1974,"General Motors, LLC",VEHICLE SPEED CONTROL,Vehicle,534.0
05/28/1974,AM GENERAL LLC,VEHICLE SPEED CONTROL,Vehicle,305.0
05/28/1974,Goodyear Tire & Rubber Company,TIRES,Tire,360.0
05/23/1974,Honda (American Honda Motor Co.),ELECTRICAL SYSTEM,Vehicle,66856.0
05/23/1974,"Chrysler (FCA US, LLC)",PARKING BRAKE,Vehicle,12700.0
05/23/1974,"Chrysler (FCA US, LLC)",EQUIPMENT,Vehicle,340.0
05/23/1974,"Chrysler (FCA US, LLC)",VEHICLE SPEED CONTROL,Vehicle,93.0
05/21/1974,"Volvo Car USA, LLC",SEAT BELTS,Vehicle,36233.0
05/17/1974,INTERNATIONAL TRUCK & ENGINE CORPORATION,ENGINE AND ENGINE COOLING,Vehicle,2106.0
05/17/1974,"General Motors, LLC",VEHICLE SPEED CONTROL,Vehicle,3705.0
05/17/1974,"General Motors, LLC",LATCHES/LOCKS/LINKAGES,Vehicle,3458.0
05/17/1974,"General Motors, LLC",SUSPENSION,Vehicle,2788.0
05/17/1974,"General Motors, LLC",SUSPENSION,Vehicle,3705.0
05/15/1974,AIR-O-MATIC PWR STRNG CO.,STEERING,Equipment,5000.0
05/15/1974,KELLY SPRINGFIELD TIRE CO,TIRES,Tire,200.0
05/13/1974,PETERBILT MOTOR COMPANY,SUSPENSION,Vehicle,4.0
05/09/1974,"FIAT MOTORS OF N.A., INC.",STRUCTURE,Vehicle,6000.0
05/07/1974,BENDIX CORPORATION,EQUIPMENT,Vehicle,69.0
05/07/1974,SEIBERLING TIRE & RUBBER,TIRES,Tire,176.0
05/07/1974,SHELLER-GLOBE CORPORATION,VISIBILITY,Vehicle,1809.0
05/06/1974,"RENAULT, INCORPORATED",LATCHES/LOCKS/LINKAGES,Vehicle,12726.0
05/06/1974,GENERAL TIRE & RUBBER CO.,TIRES,Tire,392.0
05/03/1974,"PEUGEOT, INC.",VISIBILITY,Vehicle,35000.0
05/01/1974,FREIGHTLINER LLC,STRUCTURE,Vehicle,60.0
05/01/1974,UNIROYAL GOODRICH TIRE CO,TIRES,Tire,295.0
04/29/1974,UNIROYAL GOODRICH TIRE CO,TIRES,Tire,454.0
04/25/1974,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,642.0
04/25/1974,AM GENERAL LLC,STEERING,Vehicle,8973.0
04/25/1974,"SO.AMBULANCE BLDRS., INC.",LATCHES/LOCKS/LINKAGES,Vehicle,100.0
04/25/1974,PETERBILT MOTOR COMPANY,SUSPENSION,Vehicle,105.0
04/22/1974,Ford Motor Company,STRUCTURE,Vehicle,914.0
04/19/1974,"CONCO, INCORPORATED",STEERING,Vehicle,124.0
04/19/1974,Goodyear Tire & Rubber Company,TIRES,Tire,4150.0
04/18/1974,GANS,TIRES,Tire,174.0
04/17/1974,WHITE MOTOR CORPORATION,WHEELS,Vehicle,10.0
04/16/1974,KATTLE KING TRAILER CO.,EQUIPMENT,Vehicle,49.0
04/16/1974,KATTLE KING TRAILER CO.,EXTERIOR LIGHTING,Vehicle,49.0
04/16/1974,FIRESTONE TIRE & RUBBER CO.,TIRES,Tire,686.0
04/16/1974,UNIROYAL GOODRICH TIRE CO,TIRES,Tire,7150.0
04/15/1974,Oshkosh Corporation,UNKNOWN OR OTHER,Vehicle,25.0
04/11/1974,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,2391.0
04/11/1974,"Chrysler (FCA US, LLC)",SEATS,Vehicle,8300.0
04/11/1974,"Chrysler (FCA US, LLC)",POWER TRAIN,Vehicle,1537.0
04/05/1974,DAYTON STEEL FOUNDRY CO.,EQUIPMENT,Equipment,2500.0
04/04/1974,Ford Motor Company,VISIBILITY,Vehicle,324.0
04/01/1974,NORTON/TRIUMPH CORP.,SUSPENSION,Vehicle,11103.0
03/26/1974,INTERNATIONAL TRUCK & ENGINE CORPORATION,SUSPENSION,Vehicle,5091.0
03/25/1974,"General Motors, LLC","FUEL SYSTEM, GASOLINE",Vehicle,2937.0
03/25/1974,Ford Motor Company,SEAT BELTS,Vehicle,281.0
03/25/1974,BROCKWAY MOTOR TRUCKS,LATCHES/LOCKS/LINKAGES,Vehicle,80.0
03/20/1974,"Volkswagen Group of America, Inc.",POWER TRAIN,Vehicle,3000.0
03/18/1974,Harley-Davidson Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,5692.0
03/12/1974,APPLEBY MANUFACTURING CO.,UNKNOWN OR OTHER,Vehicle,20000.0
03/12/1974,FREIGHTLINER LLC,WHEELS,Vehicle,368.0
03/08/1974,"PREVOST CAR, INCORPORATED",ELECTRICAL SYSTEM,Vehicle,74.0
03/04/1974,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,13822.0
03/04/1974,"CONCO, INCORPORATED",EXTERIOR LIGHTING,Vehicle,997.0
03/04/1974,"Chrysler (FCA US, LLC)",EXTERIOR LIGHTING,Vehicle,8825.0
03/04/1974,AMERICAN LAFRANCE LLC,STEERING,Vehicle,36.0
03/01/1974,"General Motors, LLC",WHEELS,Vehicle,2688.0
02/27/1974,"Chrysler (FCA US, LLC)",STEERING,Vehicle,35.0
02/26/1974,"General Motors, LLC",STEERING,Vehicle,260.0
02/25/1974,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,15126.0
02/25/1974,"Mack Trucks, Inc.",POWER TRAIN,Vehicle,9019.0
02/25/1974,"Mack Trucks, Inc.",STEERING,Vehicle,32.0
02/22/1974,CHECKER MOTORS CORP.,"SERVICE BRAKES, HYDRAULIC",Vehicle,5717.0
02/22/1974,V/M Custom Boat Trailers,EXTERIOR LIGHTING,Vehicle,367.0
02/22/1974,Cooper Tire & Rubber Co.,TIRES,Tire,379.0
02/21/1974,WHITE MOTOR CORPORATION,"SERVICE BRAKES, AIR",Vehicle,47.0
02/15/1974,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,1218387.0
02/08/1974,PETERBILT MOTOR COMPANY,"SERVICE BRAKES, AIR",Vehicle,471.0
02/08/1974,INTERNATIONAL TRUCK & ENGINE CORPORATION,VEHICLE SPEED CONTROL,Vehicle,2000.0
02/07/1974,CHECKER MOTORS CORP.,SEATS,Vehicle,1893.0
02/05/1974,"Rolls-Royce Motor Cars, Ltd.",STEERING,Vehicle,159.0
02/04/1974,"BMW of North America, LLC",SEAT BELTS,Vehicle,11000.0
01/31/1974,Crane Carrier Company,STEERING,Vehicle,106.0
01/29/1974,SEMINOLE TRLR. MFG. CORP.,EXTERIOR LIGHTING,Vehicle,63.0
01/25/1974,"General Motors, LLC",SEAT BELTS,Vehicle,26421.0
01/24/1974,"YELLOWSTONE, INC.",SUSPENSION,Vehicle,20.0
01/22/1974,PETERBILT MOTOR COMPANY,STEERING,Vehicle,296.0
01/21/1974,"Mercedes-Benz USA, LLC",VEHICLE SPEED CONTROL,Vehicle,4500.0
01/21/1974,"ALFA ROMEO, INCORPORATED",STEERING,Vehicle,2024.0
01/18/1974,REX-STROLL-O-CHAIR,CHILD SEAT,Child Seat,41200.0
01/16/1974,WARNER ELEC. BRAKE/CLUTCH,"SERVICE BRAKES, ELECTRIC",Equipment,674.0
01/16/1974,Ford Motor Company,VEHICLE SPEED CONTROL,Vehicle,127208.0
01/16/1974,NORTON/TRIUMPH CORP.,"FUEL SYSTEM, GASOLINE",Vehicle,3039.0
01/11/1974,"FIAT MOTORS OF N.A., INC.",VEHICLE SPEED CONTROL,Vehicle,3100.0
01/08/1974,MODULAR AMBULANCE CORP.,EQUIPMENT,Vehicle,283.0
01/08/1974,SELLERS MANUFACTURING INC.,EXTERIOR LIGHTING,Vehicle,193.0
01/08/1974,PETERBILT MOTOR COMPANY,STEERING,Vehicle,2.0
01/08/1974,HOOVER BALL & BEARING CO.,STRUCTURE,Vehicle,6200.0
01/07/1974,CHINOOK MOBIL LODGE CO.,LATCHES/LOCKS/LINKAGES,Vehicle,131.0
01/07/1974,Eldorado National-Kansas,STRUCTURE,Vehicle,66.0
01/07/1974,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,159149.0
01/06/1974,UNIROYAL GOODRICH TIRE CO,TIRES,Tire,1074.0
01/05/1974,"EXECUTIVE IND., INC.",VEHICLE SPEED CONTROL,Vehicle,124.0
12/31/1973,QUESTOR JUVENILE FURNITURE CO.,CHILD SEAT,Child Seat,1176159.0
12/27/1973,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,83.0
12/27/1973,"General Motors, LLC",SUSPENSION,Vehicle,782111.0
12/26/1973,FMC CORPORATION,STEERING,Vehicle,500.0
12/20/1973,Ford Motor Company,ELECTRICAL SYSTEM,Vehicle,13768.0
12/20/1973,"Chrysler (FCA US, LLC)",STEERING,Vehicle,179.0
12/20/1973,"Gillig, LLC",STEERING,Vehicle,1600.0
12/19/1973,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,9215.0
12/19/1973,WHEEL CAMPER CORP.,EXTERIOR LIGHTING,Vehicle,722.0
12/19/1973,"BROUGHAM INDUSTRIES, INC.",EXTERIOR LIGHTING,Vehicle,3426.0
12/19/1973,WHITE MOTOR CORPORATION,STEERING,Vehicle,145.0
12/19/1973,"CABANA COACH CORPORATION,",STRUCTURE,Vehicle,67.0
12/19/1973,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,98.0
12/19/1973,"General Motors, LLC",SUSPENSION,Vehicle,12703.0
12/18/1973,Shyft Group,EXTERIOR LIGHTING,Vehicle,200.0
12/17/1973,JAGUAR ROVER TRIUMPH INC.,"SERVICE BRAKES, HYDRAULIC",Vehicle,2195.0
12/13/1973,"PREVOST CAR, INCORPORATED",ELECTRICAL SYSTEM,Vehicle,45.0
12/13/1973,Motor Coach Industries,SEATS,Vehicle,200.0
12/13/1973,"FIAT MOTORS OF N.A., INC.",STRUCTURE,Vehicle,4524.0
12/12/1973,STARCRAFT COMPANY,STEERING,Vehicle,1100.0
12/10/1973,"General Motors, LLC",ELECTRICAL SYSTEM,Vehicle,22215.0
12/06/1973,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,83.0
12/05/1973,WHITE MOTOR CORPORATION,VEHICLE SPEED CONTROL,Vehicle,1757.0
12/05/1973,"MUFFLERS,",WHEELS,Equipment,200.0
12/03/1973,"Volkswagen Group of America, Inc.",ENGINE AND ENGINE COOLING,Vehicle,16000.0
12/03/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,3000.0
11/23/1973,"General Motors, LLC",STEERING,Vehicle,388877.0
11/23/1973,"Rolls-Royce Motor Cars, Ltd.",STRUCTURE,Vehicle,37.0
11/21/1973,"Mercedes-Benz USA, LLC",VEHICLE SPEED CONTROL,Vehicle,5000.0
11/21/1973,STREAMLINE/GUERDON DIV.,EQUIPMENT,Vehicle,41.0
11/21/1973,FULDA TIRE COMPANY,TIRES,Tire,2200.0
11/19/1973,"PEUGEOT, INC.",SEAT BELTS,Vehicle,12642.0
11/19/1973,Crane Carrier Company,STEERING,Vehicle,46.0
11/12/1973,Ford Motor Company,ELECTRICAL SYSTEM,Vehicle,17821.0
11/12/1973,Ford Motor Company,POWER TRAIN,Vehicle,362.0
11/08/1973,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,7028.0
11/08/1973,"Chrysler (FCA US, LLC)",VISIBILITY,Vehicle,60000.0
11/08/1973,FWD CORPORATION,STEERING,Vehicle,232.0
11/08/1973,HYSTER COMPANY,SUSPENSION,Vehicle,3.0
11/08/1973,FIRESTONE TIRE & RUBBER CO.,TIRES,Tire,3039.0
11/06/1973,Harley-Davidson Motor Company,STRUCTURE,Vehicle,22310.0
11/02/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, HYDRAULIC",Vehicle,1200.0
11/02/1973,"General Motors, LLC",SEATS,Vehicle,6149.0
11/02/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,100.0
11/01/1973,"Mercedes-Benz USA, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,3626.0
11/01/1973,"General Motors, LLC",WHEELS,Vehicle,7984.0
10/30/1973,Ford Motor Company,"SERVICE BRAKES, AIR",Vehicle,675.0
10/30/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,1000.0
10/29/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, HYDRAULIC",Vehicle,1000.0
10/29/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,VEHICLE SPEED CONTROL,Vehicle,500.0
10/29/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,10700.0
10/23/1973,GROVE MFG. CO.,STEERING,Vehicle,45.0
10/15/1973,"Chrysler (FCA US, LLC)",ELECTRICAL SYSTEM,Vehicle,31412.0
10/15/1973,FREIGHTLINER LLC,"FUEL SYSTEM, GASOLINE",Vehicle,10000.0
10/15/1973,"Mack Trucks, Inc.",WHEELS,Vehicle,40.0
10/10/1973,RAYMOND UTILITY TRAILERS,EXTERIOR LIGHTING,Vehicle,418.0
10/09/1973,"Chrysler (FCA US, LLC)",EQUIPMENT,Vehicle,325.0
10/05/1973,AM GENERAL LLC,STEERING,Vehicle,2827.0
10/05/1973,"PEUGEOT, INC.",VISIBILITY,Vehicle,13255.0
10/03/1973,"General Motors, LLC",STEERING,Vehicle,123600.0
10/02/1973,"Porsche Cars North America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,1000.0
10/02/1973,"Volkswagen Group of America, Inc.",SUSPENSION,Vehicle,13500.0
10/01/1973,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,1436.0
10/01/1973,"General Motors, LLC","FUEL SYSTEM, GASOLINE",Vehicle,1436.0
10/01/1973,"General Motors, LLC",SEAT BELTS,Vehicle,1436.0
10/01/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,5000.0
09/28/1973,Atwood Mobile Products,VISIBILITY,Equipment,4569.0
09/19/1973,"Porsche Cars North America, Inc.",EXTERIOR LIGHTING,Vehicle,1700.0
09/18/1973,FIRESTONE STEEL PROD. CO.,WHEELS,Equipment,10000.0
09/17/1973,PETERBILT MOTOR COMPANY,SEAT BELTS,Vehicle,51.0
09/17/1973,PETERBILT MOTOR COMPANY,LATCHES/LOCKS/LINKAGES,Vehicle,5667.0
09/17/1973,TOYO TIRES U.S.A. CORP,TIRES,Tire,261.0
09/14/1973,"General Motors, LLC",ELECTRICAL SYSTEM,Vehicle,75010.0
09/14/1973,"General Motors, LLC","FUEL SYSTEM, GASOLINE",Vehicle,685434.0
09/14/1973,"AUSTIN ROVER CARS NA, INC",WHEELS,Vehicle,4938.0
09/12/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, AIR",Vehicle,480.0
09/12/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, HYDRAULIC",Vehicle,44.0
09/10/1973,VESELY COMPANY,SUSPENSION,Vehicle,2244.0
09/07/1973,OPEN ROAD IND.,WHEELS,Vehicle,26.0
09/06/1973,Cooper Tire & Rubber Co.,TIRES,Tire,8400.0
09/05/1973,Ford Motor Company,POWER TRAIN,Vehicle,74884.0
09/04/1973,FREIGHTLINER LLC,SUSPENSION,Vehicle,100.0
08/29/1973,GRUMMAN FLXIBLE CORP.,"SERVICE BRAKES, AIR",Vehicle,4159.0
08/29/1973,Cooper Tire & Rubber Co.,TIRES,Tire,1670.0
08/28/1973,Ford Motor Company,ELECTRICAL SYSTEM,Vehicle,41462.0
08/28/1973,WHITE MOTOR CORPORATION,POWER TRAIN,Vehicle,15.0
08/28/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,SUSPENSION,Vehicle,46.0
08/27/1973,"REXNORD, INC.","SERVICE BRAKES, HYDRAULIC",Vehicle,21.0
08/27/1973,BROCKWAY MOTOR TRUCKS,SUSPENSION,Vehicle,289.0
08/23/1973,"ATLAS COPCO N.A., INC",TIRES,Tire,742.0
08/22/1973,AM GENERAL LLC,POWER TRAIN,Vehicle,697.0
08/22/1973,"NIMROD, INCORPORATED",STRUCTURE,Vehicle,870.0
08/16/1973,STARCRAFT COMPANY,ELECTRICAL SYSTEM,Vehicle,1397.0
08/16/1973,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,112000.0
08/15/1973,"General Motors, LLC",STEERING,Vehicle,3915.0
08/14/1973,"Porsche Cars North America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,3000.0
08/14/1973,FREIGHTLINER LLC,WHEELS,Vehicle,243.0
08/07/1973,Harley-Davidson Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,984.0
08/07/1973,WILLIAMSEN BODY&EQUIP.CO.,STRUCTURE,Vehicle,48.0
08/07/1973,Goodyear Tire & Rubber Company,TIRES,Tire,9800.0
08/06/1973,"Volvo Car USA, LLC","FUEL SYSTEM, GASOLINE",Vehicle,12000.0
08/06/1973,WHITE MOTOR CORPORATION,VISIBILITY,Vehicle,128.0
08/03/1973,"Chrysler (FCA US, LLC)",VISIBILITY,Vehicle,200.0
08/02/1973,"BMW of North America, LLC",ENGINE AND ENGINE COOLING,Vehicle,1136.0
08/02/1973,"FLEETWOOD ENTERPRISES, INC.",SUSPENSION,Vehicle,25.0
08/01/1973,DAYTON STEEL FOUNDRY CO.,TIRES,Tire,5013.0
07/30/1973,Ford Motor Company,STEERING,Vehicle,13475.0
07/25/1973,TRAVOY CORP.,EXTERIOR LIGHTING,Vehicle,155.0
07/25/1973,TRAVOY CORP.,LATCHES/LOCKS/LINKAGES,Vehicle,41.0
07/25/1973,"Strick Trailers, LLC",STRUCTURE,Vehicle,546.0
07/23/1973,"Volkswagen Group of America, Inc.","SERVICE BRAKES, HYDRAULIC",Vehicle,12500.0
07/23/1973,SHASTA INDUSTRIES,EQUIPMENT,Vehicle,100.0
07/18/1973,"Mack Trucks, Inc.",ELECTRICAL SYSTEM,Vehicle,1285.0
07/16/1973,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,5802.0
07/16/1973,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,3094.0
07/13/1973,PACCAR Incorporated,STEERING,Vehicle,7000.0
07/11/1973,"ALFA ROMEO, INCORPORATED","SERVICE BRAKES, HYDRAULIC",Vehicle,2900.0
07/10/1973,WHITE MOTOR CORPORATION,ENGINE AND ENGINE COOLING,Vehicle,821.0
07/06/1973,"AUSTIN ROVER CARS NA, INC",STEERING,Vehicle,16.0
07/06/1973,"AUSTIN ROVER CARS NA, INC",SUSPENSION,Vehicle,125.0
07/03/1973,"Chrysler (FCA US, LLC)",UNKNOWN OR OTHER,Vehicle,324.0
07/02/1973,Blue Bird Body Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,406.0
07/02/1973,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,718.0
07/02/1973,OPEN ROAD IND.,VISIBILITY,Vehicle,851.0
07/02/1973,"Chrysler (FCA US, LLC)",STEERING,Vehicle,3921.0
07/02/1973,WHITE MOTOR CORPORATION,SUSPENSION,Vehicle,15058.0
06/26/1973,FIRESTONE TIRE & RUBBER CO.,TIRES,Tire,23400.0
06/21/1973,KELSEY-HAYES COMPANY,STEERING,Vehicle,570.0
06/19/1973,"PRF INDUSTRIES, INC.",ELECTRICAL SYSTEM,Vehicle,268.0
06/18/1973,GRUMMAN FLXIBLE CORP.,STEERING,Vehicle,459.0
06/14/1973,SHELLER-GLOBE CORPORATION,SEATS,Vehicle,293.0
06/14/1973,SHELLER-GLOBE CORPORATION,LATCHES/LOCKS/LINKAGES,Vehicle,1285.0
06/14/1973,SHELLER-GLOBE CORPORATION,VISIBILITY,Vehicle,240.0
06/12/1973,"Volkswagen Group of America, Inc.",SEAT BELTS,Vehicle,7630.0
06/12/1973,ARMSTRONG RUBBER CO.,TIRES,Tire,12017.0
06/07/1973,WHITE MOTOR CORPORATION,"SERVICE BRAKES, AIR",Vehicle,51.0
06/07/1973,"GEORGIE BOY MFG., LLC",ENGINE AND ENGINE COOLING,Vehicle,40.0
06/06/1973,"Gillig, LLC",SUSPENSION,Vehicle,19.0
06/04/1973,FMC CORPORATION,ELECTRICAL SYSTEM,Vehicle,116.0
06/04/1973,"Volkswagen Group of America, Inc.",ELECTRICAL SYSTEM,Vehicle,6487.0
06/04/1973,"Timpte, Inc.",TRAILER HITCHES,Vehicle,150.0
06/04/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"FUEL SYSTEM, GASOLINE",Vehicle,1600.0
06/04/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"FUEL SYSTEM, GASOLINE",Vehicle,11000.0
06/04/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,10000.0
05/29/1973,"TRANSPORT TRAILERS, INC.",POWER TRAIN,Vehicle,8.0
05/29/1973,"General Motors, LLC",STEERING,Vehicle,1112.0
05/24/1973,"Mercedes-Benz USA, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,6300.0
05/24/1973,"Mercedes-Benz USA, LLC",VISIBILITY,Vehicle,2800.0
05/22/1973,DI GIORGIO LEISURE PROD.,ENGINE AND ENGINE COOLING,Vehicle,102.0
05/21/1973,"Volkswagen Group of America, Inc.",SEAT BELTS,Vehicle,371.0
05/21/1973,Ford Motor Company,SEAT BELTS,Vehicle,11301.0
05/18/1973,Cooper Tire & Rubber Co.,TIRES,Tire,151.0
05/17/1973,"Volkswagen Group of America, Inc.",EQUIPMENT,Vehicle,509.0
05/17/1973,"Volkswagen Group of America, Inc.",EQUIPMENT,Vehicle,1360.0
05/15/1973,"DIAMOND REO TRUCKS, INC.",ELECTRICAL SYSTEM,Vehicle,6400.0
05/14/1973,ERNEST HOLMES COMPANY,TRAILER HITCHES,Vehicle,2339.0
05/14/1973,STARCRAFT COMPANY,STEERING,Vehicle,193.0
05/10/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,ENGINE AND ENGINE COOLING,Vehicle,1600.0
05/10/1973,Eldorado National-Kansas,"FUEL SYSTEM, GASOLINE",Vehicle,218.0
05/10/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,1000.0
05/08/1973,"Volkswagen Group of America, Inc.","FUEL SYSTEM, GASOLINE",Vehicle,1200.0
05/08/1973,Honda (American Honda Motor Co.),EXTERIOR LIGHTING,Vehicle,15087.0
05/08/1973,"Volkswagen Group of America, Inc.",TIRES,Vehicle,1000.0
05/08/1973,SANTA FE VANS,WHEELS,Vehicle,41.0
05/04/1973,"Mack Trucks, Inc.","SERVICE BRAKES, AIR",Vehicle,2481.0
05/04/1973,Ford Motor Company,"FUEL SYSTEM, GASOLINE",Vehicle,1221.0
05/04/1973,"Mack Trucks, Inc.",STEERING,Vehicle,112.0
05/04/1973,OPEN ROAD IND.,LATCHES/LOCKS/LINKAGES,Vehicle,340.0
05/04/1973,"AMERICAN TRAILERS, INC.",WHEELS,Vehicle,101.0
05/02/1973,"RECTRANS, INCORPORATED",VEHICLE SPEED CONTROL,Vehicle,27.0
05/01/1973,GRUMMAN FLXIBLE CORP.,"SERVICE BRAKES, HYDRAULIC",Vehicle,809.0
05/01/1973,CHINOOK MOBIL LODGE CO.,VEHICLE SPEED CONTROL,Vehicle,11.0
05/01/1973,GRUMMAN FLXIBLE CORP.,STEERING,Vehicle,809.0
04/30/1973,Harley-Davidson Motor Company,"SERVICE BRAKES, HYDRAULIC",Vehicle,2607.0
04/30/1973,Harley-Davidson Motor Company,ELECTRICAL SYSTEM,Vehicle,1475.0
04/30/1973,Harley-Davidson Motor Company,SUSPENSION,Vehicle,11705.0
04/27/1973,"EXECUTIVE IND., INC.",EQUIPMENT,Vehicle,33.0
04/26/1973,WHITE MOTOR CORPORATION,STEERING,Vehicle,343.0
04/26/1973,WHITE MOTOR CORPORATION,SUSPENSION,Vehicle,71.0
04/25/1973,"ATLAS COPCO N.A., INC",TIRES,Tire,1120.0
04/24/1973,"Chrysler (FCA US, LLC)","SERVICE BRAKES, HYDRAULIC",Vehicle,1552.0
04/24/1973,CHECKER MOTORS CORP.,ENGINE AND ENGINE COOLING,Vehicle,9145.0
04/23/1973,JAGUAR ROVER TRIUMPH INC.,"SERVICE BRAKES, HYDRAULIC",Vehicle,342.0
04/23/1973,TRAVEL EQUIPMENT CORP.,VEHICLE SPEED CONTROL,Vehicle,12.0
04/20/1973,"Winnebago Industries, Inc.",EQUIPMENT,Vehicle,6708.0
04/19/1973,FLARE MFG. INC.,WHEELS,Vehicle,12.0
04/16/1973,SUBURBAN,VISIBILITY,Equipment,20000.0
04/13/1973,"General Motors, LLC","SERVICE BRAKES, HYDRAULIC",Vehicle,742.0
04/10/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"FUEL SYSTEM, GASOLINE",Vehicle,1500.0
04/10/1973,BANNER HOMES CORPORATION,EXTERIOR LIGHTING,Vehicle,377.0
04/10/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,STEERING,Vehicle,600.0
04/10/1973,Cooper Tire & Rubber Co.,TIRES,Tire,464.0
04/09/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, HYDRAULIC",Vehicle,66.0
04/02/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, HYDRAULIC",Vehicle,1000.0
03/29/1973,Ford Motor Company,TIRES,Vehicle,126.0
03/28/1973,"BABYHOOD INDUSTRIES, INC.",CHILD SEAT,Child Seat,2100.0
03/27/1973,"Chrysler (FCA US, LLC)",UNKNOWN OR OTHER,Vehicle,500.0
03/27/1973,"Chrysler (FCA US, LLC)",STEERING,Vehicle,80.0
03/27/1973,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,854.0
03/27/1973,"Chrysler (FCA US, LLC)",SUSPENSION,Vehicle,54000.0
03/26/1973,"HPA MONON TRAILER, INC.","SERVICE BRAKES, AIR",Vehicle,49.0
03/26/1973,FRUEHAUF CORPORATION,"SERVICE BRAKES, AIR",Vehicle,100.0
03/26/1973,SPORTSCOACH OF AMER.,EQUIPMENT,Vehicle,182.0
03/26/1973,FREIGHTLINER LLC,STEERING,Vehicle,43.0
03/22/1973,"BARTH, INCORPORATED",VEHICLE SPEED CONTROL,Vehicle,52.0
03/21/1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,"SERVICE BRAKES, HYDRAULIC",Vehicle,400.0
03/21/1973,CAVALIER MFG. CO.,WHEELS,Vehicle,30.0
03/19/1973,"YELLOWSTONE, INC.",VEHICLE SPEED CONTROL,Vehicle,2.0
03/19/1973,BUTLER MANUFACTURING CO.,STRUCTURE,Vehicle,48.0
03/14/1973,"Altec Industries, Inc.",EXTERIOR LIGHTING,Vehicle,9.0
03/14/1973,"MOBIL TRAVELER, INC.",EQUIPMENT,Vehicle,17.0
